token,sentiment,score
smudges,negative,-1
smudging,negative,-1
smug,negative,-1
smugly,negative,-1
smut,negative,-1
smuttier,negative,-1
smuttiest,negative,-1
smutty,negative,-1
snag,negative,-1
snagged,negative,-1
snagging,negative,-1
snags,negative,-1
snappish,negative,-1
snappishly,negative,-1
snappy,positive,1
snare,negative,-1
snarky,negative,-1
snarl,negative,-1
snazzy,positive,1
sneak,negative,-1
sneakily,negative,-1
sneaky,negative,-1
sneer,negative,-1
sneering,negative,-1
sneeringly,negative,-1
snob,negative,-1
snobbish,negative,-1
snobby,negative,-1
snobish,negative,-1
snobs,negative,-1
snub,negative,-1
so-cal,negative,-1
soapy,negative,-1
sob,negative,-1
sober,negative,-1
sobering,negative,-1
sociable,positive,1
soft,positive,1
softer,positive,1
solace,positive,1
solemn,negative,-1
solicitous,positive,1
solicitously,positive,1
solicitude,negative,-1
solid,positive,1
solidarity,positive,1
somber,negative,-1
soothe,positive,1
soothingly,positive,1
sophisticated,positive,1
sore,negative,-1
sorely,negative,-1
soreness,negative,-1
sorrow,negative,-1
sorrowful,negative,-1
sorrowfully,negative,-1
sorry,negative,-1
soulful,positive,1
soundly,positive,1
soundness,positive,1
sour,negative,-1
sourly,negative,-1
spacious,positive,1
spade,negative,-1
spank,negative,-1
sparkle,positive,1
sparkling,positive,1
spectacular,positive,1
spectacularly,positive,1
speedily,positive,1
speedy,positive,1
spellbind,positive,1
spellbinding,positive,1
spellbindingly,positive,1
spellbound,positive,1
spendy,negative,-1
spew,negative,-1
spewed,negative,-1
spewing,negative,-1
spews,negative,-1
spilling,negative,-1
spinster,negative,-1
spirited,positive,1
spiritless,negative,-1
spiritual,positive,1
spite,negative,-1
spiteful,negative,-1
spitefully,negative,-1
spitefulness,negative,-1
splatter,negative,-1
splendid,positive,1
splendidly,positive,1
splendor,positive,1
split,negative,-1
splitting,negative,-1
spoil,negative,-1
spoilage,negative,-1
spoilages,negative,-1
spoiled,negative,-1
spoilled,negative,-1
spoils,negative,-1
spontaneous,positive,1
spook,negative,-1
spookier,negative,-1
spookiest,negative,-1
spookily,negative,-1
spooky,negative,-1
spoon-fed,negative,-1
spoon-feed,negative,-1
spoonfed,negative,-1
sporadic,negative,-1
sporty,positive,1
spotless,positive,1
spotty,negative,-1
sprightly,positive,1
spurious,negative,-1
spurn,negative,-1
sputter,negative,-1
squabble,negative,-1
squabbling,negative,-1
squander,negative,-1
squash,negative,-1
squeak,negative,-1
squeaks,negative,-1
squeaky,negative,-1
squeal,negative,-1
squealing,negative,-1
squeals,negative,-1
squirm,negative,-1
stab,negative,-1
stability,positive,1
stabilize,positive,1
stable,positive,1
stagnant,negative,-1
stagnate,negative,-1
stagnation,negative,-1
staid,negative,-1
stain,negative,-1
stainless,positive,1
stains,negative,-1
stale,negative,-1
stalemate,negative,-1
stall,negative,-1
stalls,negative,-1
stammer,negative,-1
stampede,negative,-1
standout,positive,1
standstill,negative,-1
stark,negative,-1
starkly,negative,-1
startle,negative,-1
startling,negative,-1
startlingly,negative,-1
starvation,negative,-1
starve,negative,-1
state-of-the-art,positive,1
stately,positive,1
static,negative,-1
statuesque,positive,1
staunch,positive,1
staunchly,positive,1
staunchness,positive,1
steadfast,positive,1
steadfastly,positive,1
steadfastness,positive,1
steadiest,positive,1
steadiness,positive,1
steady,positive,1
steal,negative,-1
stealing,negative,-1
steals,negative,-1
steep,negative,-1
steeply,negative,-1
stellar,positive,1
stellarly,positive,1
stench,negative,-1
stereotype,negative,-1
stereotypical,negative,-1
stereotypically,negative,-1
stern,negative,-1
stew,negative,-1
sticky,negative,-1
stiff,negative,-1
stiffness,negative,-1
stifle,negative,-1
stifling,negative,-1
stiflingly,negative,-1
stigma,negative,-1
stigmatize,negative,-1
stimulate,positive,1
stimulates,positive,1
stimulating,positive,1
stimulative,positive,1
sting,negative,-1
stinging,negative,-1
stingingly,negative,-1
stingy,negative,-1
stink,negative,-1
stinks,negative,-1
stirringly,positive,1
stodgy,negative,-1
stole,negative,-1
stolen,negative,-1
stooge,negative,-1
stooges,negative,-1
stormy,negative,-1
straggle,negative,-1
straggler,negative,-1
straighten,positive,1
straightforward,positive,1
strain,negative,-1
strained,negative,-1
straining,negative,-1
strange,negative,-1
strangely,negative,-1
stranger,negative,-1
strangest,negative,-1
strangle,negative,-1
streaky,negative,-1
streamlined,positive,1
strenuous,negative,-1
stress,negative,-1
stresses,negative,-1
stressful,negative,-1
stressfully,negative,-1
stricken,negative,-1
strict,negative,-1
strictly,negative,-1
strident,negative,-1
stridently,negative,-1
strife,negative,-1
strike,negative,-1
striking,positive,1
strikingly,positive,1
stringent,negative,-1
stringently,negative,-1
striving,positive,1
strong,positive,1
stronger,positive,1
strongest,positive,1
struck,negative,-1
struggle,negative,-1
struggled,negative,-1
struggles,negative,-1
struggling,negative,-1
strut,negative,-1
stubborn,negative,-1
stubbornly,negative,-1
stubbornness,negative,-1
stuck,negative,-1
stuffy,negative,-1
stumble,negative,-1
stumbled,negative,-1
stumbles,negative,-1
stump,negative,-1
stumped,negative,-1
stumps,negative,-1
stun,negative,-1
stunned,positive,1
stunning,positive,1
stunningly,positive,1
stunt,negative,-1
stunted,negative,-1
stupendous,positive,1
stupendously,positive,1
stupid,negative,-1
stupidest,negative,-1
stupidity,negative,-1
stupidly,negative,-1
stupified,negative,-1
stupify,negative,-1
stupor,negative,-1
sturdier,positive,1
sturdy,positive,1
stutter,negative,-1
stuttered,negative,-1
stuttering,negative,-1
stutters,negative,-1
sty,negative,-1
stylish,positive,1
stylishly,positive,1
stylized,positive,1
stymied,negative,-1
suave,positive,1
suavely,positive,1
sub-par,negative,-1
subdued,negative,-1
subjected,negative,-1
subjection,negative,-1
subjugate,negative,-1
subjugation,negative,-1
sublime,positive,1
submissive,negative,-1
subordinate,negative,-1
subpoena,negative,-1
subpoenas,negative,-1
subservience,negative,-1
subservient,negative,-1
subsidize,positive,1
subsidized,positive,1
subsidizes,positive,1
subsidizing,positive,1
substandard,negative,-1
substantive,positive,1
subtract,negative,-1
subversion,negative,-1
subversive,negative,-1
subversively,negative,-1
subvert,negative,-1
succeed,positive,1
succeeded,positive,1
succeeding,positive,1
succeeds,positive,1
succes,positive,1
success,positive,1
successes,positive,1
successful,positive,1
successfully,positive,1
succumb,negative,-1
suck,negative,-1
sucked,negative,-1
sucker,negative,-1
sucks,negative,-1
sucky,negative,-1
sue,negative,-1
sued,negative,-1
sueing,negative,-1
sues,negative,-1
suffer,negative,-1
suffered,negative,-1
sufferer,negative,-1
sufferers,negative,-1
suffering,negative,-1
suffers,negative,-1
suffice,positive,1
sufficed,positive,1
suffices,positive,1
sufficient,positive,1
sufficiently,positive,1
suffocate,negative,-1
sugar-coat,negative,-1
sugar-coated,negative,-1
sugarcoated,negative,-1
suicidal,negative,-1
suicide,negative,-1
suitable,positive,1
sulk,negative,-1
sullen,negative,-1
sully,negative,-1
sumptuous,positive,1
sumptuously,positive,1
sumptuousness,positive,1
sunder,negative,-1
sunk,negative,-1
sunken,negative,-1
super,positive,1
superb,positive,1
superbly,positive,1
superficial,negative,-1
superficiality,negative,-1
superficially,negative,-1
superfluous,negative,-1
superior,positive,1
superiority,positive,1
superstition,negative,-1
superstitious,negative,-1
supple,positive,1
support,positive,1
supported,positive,1
supporter,positive,1
supporting,positive,1
supportive,positive,1
supports,positive,1
suppress,negative,-1
suppression,negative,-1
supremacy,positive,1
supreme,positive,1
supremely,positive,1
supurb,positive,1
supurbly,positive,1
surmount,positive,1
surpass,positive,1
surreal,positive,1
surrender,negative,-1
survival,positive,1
survivor,positive,1
susceptible,negative,-1
suspect,negative,-1
suspicion,negative,-1
suspicions,negative,-1
suspicious,negative,-1
suspiciously,negative,-1
sustainability,positive,1
sustainable,positive,1
swagger,negative,-1
swamped,negative,-1
swank,positive,1
swankier,positive,1
swankiest,positive,1
swanky,positive,1
sweaty,negative,-1
sweeping,positive,1
sweet,positive,1
sweeten,positive,1
sweetheart,positive,1
sweetly,positive,1
sweetness,positive,1
swelled,negative,-1
swelling,negative,-1
swift,positive,1
swiftness,positive,1
swindle,negative,-1
swipe,negative,-1
swollen,negative,-1
symptom,negative,-1
symptoms,negative,-1
syndrome,negative,-1
taboo,negative,-1
tacky,negative,-1
taint,negative,-1
tainted,negative,-1
talent,positive,1
talented,positive,1
talents,positive,1
tamper,negative,-1
tangle,negative,-1
tangled,negative,-1
tangles,negative,-1
tank,negative,-1
tanked,negative,-1
tanks,negative,-1
tantalize,positive,1
tantalizing,positive,1
tantalizingly,positive,1
tantrum,negative,-1
tardy,negative,-1
tarnish,negative,-1
tarnished,negative,-1
tarnishes,negative,-1
tarnishing,negative,-1
tattered,negative,-1
taunt,negative,-1
taunting,negative,-1
tauntingly,negative,-1
taunts,negative,-1
taut,negative,-1
tawdry,negative,-1
taxing,negative,-1
tease,negative,-1
teasingly,negative,-1
tedious,negative,-1
tediously,negative,-1
temerity,negative,-1
temper,negative,-1
tempest,negative,-1
tempt,positive,1
temptation,negative,-1
tempting,positive,1
temptingly,positive,1
tenacious,positive,1
tenaciously,positive,1
tenacity,positive,1
tender,positive,1
tenderly,positive,1
tenderness,negative,-1
tense,negative,-1
tension,negative,-1
tentative,negative,-1
tentatively,negative,-1
tenuous,negative,-1
tenuously,negative,-1
tepid,negative,-1
terrible,negative,-1
terribleness,negative,-1
terribly,negative,-1
terrific,positive,1
terrifically,positive,1
terror,negative,-1
terror-genic,negative,-1
terrorism,negative,-1
terrorize,negative,-1
testily,negative,-1
testy,negative,-1
tetchily,negative,-1
tetchy,negative,-1
thank,positive,1
thankful,positive,1
thankless,negative,-1
thicker,negative,-1
thinner,positive,1
thirst,negative,-1
thorny,negative,-1
thoughtful,positive,1
thoughtfully,positive,1
thoughtfulness,positive,1
thoughtless,negative,-1
thoughtlessly,negative,-1
thoughtlessness,negative,-1
thrash,negative,-1
threat,negative,-1
threaten,negative,-1
threatening,negative,-1
threats,negative,-1
threesome,negative,-1
thrift,positive,1
thrifty,positive,1
thrill,positive,1
thrilled,positive,1
thrilling,positive,1
thrillingly,positive,1
thrills,positive,1
thrive,positive,1
thriving,positive,1
throb,negative,-1
throbbed,negative,-1
throbbing,negative,-1
throbs,negative,-1
throttle,negative,-1
thug,negative,-1
thumb-down,negative,-1
thumb-up,positive,1
thumbs-down,negative,-1
thumbs-up,positive,1
thwart,negative,-1
tickle,positive,1
tidy,positive,1
time-consuming,negative,-1
time-honored,positive,1
timely,positive,1
timid,negative,-1
timidity,negative,-1
timidly,negative,-1
timidness,negative,-1
tin-y,negative,-1
tingle,positive,1
tingled,negative,-1
tingling,negative,-1
tired,negative,-1
tiresome,negative,-1
tiring,negative,-1
tiringly,negative,-1
titillate,positive,1
titillating,positive,1
titillatingly,positive,1
togetherness,positive,1
toil,negative,-1
tolerable,positive,1
toll,negative,-1
toll-free,positive,1
top,positive,1
top-heavy,negative,-1
top-notch,positive,1
top-quality,positive,1
topnotch,positive,1
topple,negative,-1
tops,positive,1
torment,negative,-1
tormented,negative,-1
torrent,negative,-1
tortuous,negative,-1
torture,negative,-1
tortured,negative,-1
tortures,negative,-1
torturing,negative,-1
torturous,negative,-1
torturously,negative,-1
totalitarian,negative,-1
touchy,negative,-1
tough,positive,1
tougher,positive,1
toughest,positive,1
toughness,negative,-1
tout,negative,-1
touted,negative,-1
touts,negative,-1
toxic,negative,-1
traction,positive,1
traduce,negative,-1
tragedy,negative,-1
tragic,negative,-1
tragically,negative,-1
traitor,negative,-1
traitorous,negative,-1
traitorously,negative,-1
tramp,negative,-1
trample,negative,-1
tranquil,positive,1
tranquility,positive,1
transgress,negative,-1
transgression,negative,-1
transparent,positive,1
trap,negative,-1
traped,negative,-1
trapped,negative,-1
trash,negative,-1
trashed,negative,-1
trashy,negative,-1
trauma,negative,-1
traumatic,negative,-1
traumatically,negative,-1
traumatize,negative,-1
traumatized,negative,-1
travesties,negative,-1
travesty,negative,-1
treacherous,negative,-1
treacherously,negative,-1
treachery,negative,-1
treason,negative,-1
treasonous,negative,-1
treasure,positive,1
tremendously,positive,1
trendy,positive,1
trick,negative,-1
tricked,negative,-1
trickery,negative,-1
tricky,negative,-1
triumph,positive,1
triumphal,positive,1
triumphant,positive,1
triumphantly,positive,1
trivial,negative,-1
trivialize,negative,-1
trivially,positive,1
trophy,positive,1
trouble,negative,-1
trouble-free,positive,1
troubled,negative,-1
troublemaker,negative,-1
troubles,negative,-1
troublesome,negative,-1
troublesomely,negative,-1
troubling,negative,-1
troublingly,negative,-1
truant,negative,-1
trump,positive,1
trumpet,positive,1
trust,positive,1
trusted,positive,1
trusting,positive,1
trustingly,positive,1
trustworthiness,positive,1
trustworthy,positive,1
trusty,positive,1
truthful,positive,1
truthfully,positive,1
truthfulness,positive,1
tumble,negative,-1
tumbled,negative,-1
tumbles,negative,-1
tumultuous,negative,-1
turbulent,negative,-1
turmoil,negative,-1
twinkly,positive,1
twist,negative,-1
twisted,negative,-1
twists,negative,-1
two-faced,negative,-1
two-faces,negative,-1
tyrannical,negative,-1
tyrannically,negative,-1
tyranny,negative,-1
tyrant,negative,-1
ugh,negative,-1
uglier,negative,-1
ugliest,negative,-1
ugliness,negative,-1
ugly,negative,-1
ulterior,negative,-1
ultimatum,negative,-1
ultimatums,negative,-1
ultra-crisp,positive,1
ultra-hardline,negative,-1
un-viewable,negative,-1
unabashed,positive,1
unabashedly,positive,1
unable,negative,-1
unacceptable,negative,-1
unacceptablely,negative,-1
unacceptably,negative,-1
unaccessible,negative,-1
unaccustomed,negative,-1
unachievable,negative,-1
unaffected,positive,1
unaffordable,negative,-1
unappealing,negative,-1
unassailable,positive,1
unattractive,negative,-1
unauthentic,negative,-1
unavailable,negative,-1
unavoidably,negative,-1
unbearable,negative,-1
unbearablely,negative,-1
unbeatable,positive,1
unbelievable,negative,-1
unbelievably,negative,-1
unbiased,positive,1
unbound,positive,1
uncaring,negative,-1
uncertain,negative,-1
uncivil,negative,-1
uncivilized,negative,-1
unclean,negative,-1
unclear,negative,-1
uncollectible,negative,-1
uncomfortable,negative,-1
uncomfortably,negative,-1
uncomfy,negative,-1
uncompetitive,negative,-1
uncomplicated,positive,1
uncompromising,negative,-1
uncompromisingly,negative,-1
unconditional,positive,1
unconfirmed,negative,-1
unconstitutional,negative,-1
uncontrolled,negative,-1
unconvincing,negative,-1
unconvincingly,negative,-1
uncooperative,negative,-1
uncouth,negative,-1
uncreative,negative,-1
undamaged,positive,1
undaunted,positive,1
undecided,negative,-1
undefined,negative,-1
undependability,negative,-1
undependable,negative,-1
undercut,negative,-1
undercuts,negative,-1
undercutting,negative,-1
underdog,negative,-1
underestimate,negative,-1
underlings,negative,-1
undermine,negative,-1
undermined,negative,-1
undermines,negative,-1
undermining,negative,-1
underpaid,negative,-1
underpowered,negative,-1
undersized,negative,-1
understandable,positive,1
undesirable,negative,-1
undetermined,negative,-1
undid,negative,-1
undignified,negative,-1
undisputable,positive,1
undisputably,positive,1
undisputed,positive,1
undissolved,negative,-1
undocumented,negative,-1
undone,negative,-1
undue,negative,-1
unease,negative,-1
uneasily,negative,-1
uneasiness,negative,-1
uneasy,negative,-1
uneconomical,negative,-1
unemployed,negative,-1
unencumbered,positive,1
unequal,negative,-1
unequivocal,positive,1
unequivocally,positive,1
unethical,negative,-1
uneven,negative,-1
uneventful,negative,-1
unexpected,negative,-1
unexpectedly,negative,-1
unexplained,negative,-1
unfairly,negative,-1
unfaithful,negative,-1
unfaithfully,negative,-1
unfamiliar,negative,-1
unfavorable,negative,-1
unfazed,positive,1
unfeeling,negative,-1
unfettered,positive,1
unfinished,negative,-1
unfit,negative,-1
unforeseen,negative,-1
unforgettable,positive,1
unforgiving,negative,-1
unfortunate,negative,-1
unfortunately,negative,-1
unfounded,negative,-1
unfriendly,negative,-1
unfulfilled,negative,-1
unfunded,negative,-1
ungovernable,negative,-1
ungrateful,negative,-1
unhappily,negative,-1
unhappiness,negative,-1
unhappy,negative,-1
unhealthy,negative,-1
unhelpful,negative,-1
unilateralism,negative,-1
unimaginable,negative,-1
unimaginably,negative,-1
unimportant,negative,-1
uninformed,negative,-1
uninsured,negative,-1
unintelligible,negative,-1
unintelligile,negative,-1
unipolar,negative,-1
unity,positive,1
unjust,negative,-1
unjustifiable,negative,-1
unjustifiably,negative,-1
unjustified,negative,-1
unjustly,negative,-1
unkind,negative,-1
unkindly,negative,-1
unknown,negative,-1
unlamentable,negative,-1
unlamentably,negative,-1
unlawful,negative,-1
unlawfully,negative,-1
unlawfulness,negative,-1
unleash,negative,-1
unlicensed,negative,-1
unlikely,negative,-1
unlimited,positive,1
unlucky,negative,-1
unmatched,positive,1
unmoved,negative,-1
unnatural,negative,-1
unnaturally,negative,-1
unnecessary,negative,-1
unneeded,negative,-1
unnerve,negative,-1
unnerved,negative,-1
unnerving,negative,-1
unnervingly,negative,-1
unnoticed,negative,-1
unobserved,negative,-1
unorthodox,negative,-1
unorthodoxy,negative,-1
unparalleled,positive,1
unpleasant,negative,-1
unpleasantries,negative,-1
unpopular,negative,-1
unpredictable,negative,-1
unprepared,negative,-1
unproductive,negative,-1
unprofitable,negative,-1
unprove,negative,-1
unproved,negative,-1
unproven,negative,-1
unproves,negative,-1
unproving,negative,-1
unqualified,negative,-1
unquestionable,positive,1
unquestionably,positive,1
unravel,negative,-1
unraveled,negative,-1
unreachable,negative,-1
unreadable,negative,-1
unreal,positive,1
unrealistic,negative,-1
unreasonable,negative,-1
unreasonably,negative,-1
unrelenting,negative,-1
unrelentingly,negative,-1
unreliability,negative,-1
unreliable,negative,-1
unresolved,negative,-1
unresponsive,negative,-1
unrest,negative,-1
unrestricted,positive,1
unrivaled,positive,1
unruly,negative,-1
unsafe,negative,-1
unsatisfactory,negative,-1
unsavory,negative,-1
unscrupulous,negative,-1
unscrupulously,negative,-1
unsecure,negative,-1
unseemly,negative,-1
unselfish,positive,1
unsettle,negative,-1
unsettled,negative,-1
unsettling,negative,-1
unsettlingly,negative,-1
unskilled,negative,-1
unsophisticated,negative,-1
unsound,negative,-1
unspeakable,negative,-1
unspeakablely,negative,-1
unspecified,negative,-1
unstable,negative,-1
unsteadily,negative,-1
unsteadiness,negative,-1
unsteady,negative,-1
unsuccessful,negative,-1
unsuccessfully,negative,-1
unsupported,negative,-1
unsupportive,negative,-1
unsure,negative,-1
unsuspecting,negative,-1
unsustainable,negative,-1
untenable,negative,-1
untested,negative,-1
unthinkable,negative,-1
unthinkably,negative,-1
untimely,negative,-1
untouched,negative,-1
untrue,negative,-1
untrustworthy,negative,-1
untruthful,negative,-1
unusable,negative,-1
unusably,negative,-1
unuseable,negative,-1
unuseably,negative,-1
unusual,negative,-1
unusually,negative,-1
unviewable,negative,-1
unwanted,negative,-1
unwarranted,negative,-1
unwatchable,negative,-1
unwavering,positive,1
unwelcome,negative,-1
unwell,negative,-1
unwieldy,negative,-1
unwilling,negative,-1
unwillingly,negative,-1
unwillingness,negative,-1
unwise,negative,-1
unwisely,negative,-1
unworkable,negative,-1
unworthy,negative,-1
unyielding,negative,-1
upbeat,positive,1
upbraid,negative,-1
upgradable,positive,1
upgradeable,positive,1
upgraded,positive,1
upheaval,negative,-1
upheld,positive,1
uphold,positive,1
uplift,positive,1
uplifting,positive,1
upliftingly,positive,1
upliftment,positive,1
uprising,negative,-1
uproar,negative,-1
uproarious,negative,-1
uproariously,negative,-1
uproarous,negative,-1
uproarously,negative,-1
uproot,negative,-1
upscale,positive,1
upset,negative,-1
upseting,negative,-1
upsets,negative,-1
upsetting,negative,-1
upsettingly,negative,-1
urgent,negative,-1
usable,positive,1
useable,positive,1
useful,positive,1
useless,negative,-1
user-friendly,positive,1
user-replaceable,positive,1
usurp,negative,-1
usurper,negative,-1
utterly,negative,-1
vagrant,negative,-1
vague,negative,-1
vagueness,negative,-1
vain,negative,-1
vainly,negative,-1
valiant,positive,1
valiantly,positive,1
valor,positive,1
valuable,positive,1
vanity,negative,-1
variety,positive,1
vehement,negative,-1
vehemently,negative,-1
venerate,positive,1
vengeance,negative,-1
vengeful,negative,-1
vengefully,negative,-1
vengefulness,negative,-1
venom,negative,-1
venomous,negative,-1
venomously,negative,-1
vent,negative,-1
verifiable,positive,1
veritable,positive,1
versatile,positive,1
versatility,positive,1
vestiges,negative,-1
vex,negative,-1
vexation,negative,-1
vexing,negative,-1
vexingly,negative,-1
vibrant,positive,1
vibrantly,positive,1
vibrate,negative,-1
vibrated,negative,-1
vibrates,negative,-1
vibrating,negative,-1
vibration,negative,-1
vice,negative,-1
vicious,negative,-1
viciously,negative,-1
viciousness,negative,-1
victimize,negative,-1
victorious,positive,1
victory,positive,1
viewable,positive,1
vigilance,positive,1
vigilant,positive,1
vile,negative,-1
vileness,negative,-1
vilify,negative,-1
villainous,negative,-1
villainously,negative,-1
villains,negative,-1
villian,negative,-1
villianous,negative,-1
villianously,negative,-1
villify,negative,-1
vindictive,negative,-1
vindictively,negative,-1
vindictiveness,negative,-1
violate,negative,-1
violation,negative,-1
violator,negative,-1
violators,negative,-1
violent,negative,-1
violently,negative,-1
viper,negative,-1
virtue,positive,1
virtuous,positive,1
virtuously,positive,1
virulence,negative,-1
virulent,negative,-1
virulently,negative,-1
virus,negative,-1
visionary,positive,1
vivacious,positive,1
vivid,positive,1
vociferous,negative,-1
vociferously,negative,-1
volatile,negative,-1
volatility,negative,-1
vomit,negative,-1
vomited,negative,-1
vomiting,negative,-1
vomits,negative,-1
vouch,positive,1
vouchsafe,positive,1
vulgar,negative,-1
vulnerable,negative,-1
wack,negative,-1
wail,negative,-1
wallow,negative,-1
wane,negative,-1
waning,negative,-1
wanton,negative,-1
war-like,negative,-1
warily,negative,-1
wariness,negative,-1
warlike,negative,-1
warm,positive,1
warmer,positive,1
warmhearted,positive,1
warmly,positive,1
warmth,positive,1
warned,negative,-1
warning,negative,-1
warp,negative,-1
warped,negative,-1
wary,negative,-1
washed-out,negative,-1
waste,negative,-1
wasted,negative,-1
wasteful,negative,-1
wastefulness,negative,-1
wasting,negative,-1
water-down,negative,-1
watered-down,negative,-1
wayward,negative,-1
weak,negative,-1
weaken,negative,-1
weakening,negative,-1
weaker,negative,-1
weakness,negative,-1
weaknesses,negative,-1
wealthy,positive,1
weariness,negative,-1
wearisome,negative,-1
weary,negative,-1
wedge,negative,-1
weed,negative,-1
weep,negative,-1
weird,negative,-1
weirdly,negative,-1
welcome,positive,1
well,positive,1
well-backlit,positive,1
well-balanced,positive,1
well-behaved,positive,1
well-being,positive,1
well-bred,positive,1
well-connected,positive,1
well-educated,positive,1
well-established,positive,1
well-informed,positive,1
well-intentioned,positive,1
well-known,positive,1
well-made,positive,1
well-managed,positive,1
well-mannered,positive,1
well-positioned,positive,1
well-received,positive,1
well-regarded,positive,1
well-rounded,positive,1
well-run,positive,1
well-wishers,positive,1
wellbeing,positive,1
wheedle,negative,-1
whimper,negative,-1
whine,negative,-1
whining,negative,-1
whiny,negative,-1
whips,negative,-1
whoa,positive,1
wholeheartedly,positive,1
wholesome,positive,1
whooa,positive,1
whoooa,positive,1
whore,negative,-1
whores,negative,-1
wicked,negative,-1
wickedly,negative,-1
wickedness,negative,-1
wieldy,positive,1
wild,negative,-1
wildly,negative,-1
wiles,negative,-1
willing,positive,1
willingly,positive,1
willingness,positive,1
wilt,negative,-1
wily,negative,-1
wimpy,negative,-1
win,positive,1
wince,negative,-1
windfall,positive,1
winnable,positive,1
winner,positive,1
winners,positive,1
winning,positive,1
wins,positive,1
wisdom,positive,1
wise,positive,1
wisely,positive,1
witty,positive,1
wobble,negative,-1
wobbled,negative,-1
wobbles,negative,-1
woe,negative,-1
woebegone,negative,-1
woeful,negative,-1
woefully,negative,-1
womanizer,negative,-1
womanizing,negative,-1
won,positive,1
wonder,positive,1
wonderful,positive,1
wonderfully,positive,1
wonderous,positive,1
wonderously,positive,1
wonders,positive,1
wondrous,positive,1
woo,positive,1
work,positive,1
workable,positive,1
worked,positive,1
works,positive,1
world-famous,positive,1
worn,negative,-1
worried,negative,-1
worriedly,negative,-1
worrier,negative,-1
worries,negative,-1
worrisome,negative,-1
worry,negative,-1
worrying,negative,-1
worryingly,negative,-1
worse,negative,-1
worsen,negative,-1
worsening,negative,-1
worst,negative,-1
worth,positive,1
worth-while,positive,1
worthiness,positive,1
worthless,negative,-1
worthlessly,negative,-1
worthlessness,negative,-1
worthwhile,positive,1
worthy,positive,1
wound,negative,-1
wounds,negative,-1
wow,positive,1
wowed,positive,1
wowing,positive,1
wows,positive,1
wrangle,negative,-1
wrath,negative,-1
wreak,negative,-1
wreaked,negative,-1
wreaks,negative,-1
wreck,negative,-1
wrest,negative,-1
wrestle,negative,-1
wretch,negative,-1
wretched,negative,-1
wretchedly,negative,-1
wretchedness,negative,-1
wrinkle,negative,-1
wrinkled,negative,-1
wrinkles,negative,-1
wrip,negative,-1
wripped,negative,-1
wripping,negative,-1
writhe,negative,-1
wrong,negative,-1
wrongful,negative,-1
wrongly,negative,-1
wrought,negative,-1
yawn,negative,-1
yay,positive,1
youthful,positive,1
zap,negative,-1
zapped,negative,-1
zaps,negative,-1
zeal,positive,1
zealot,negative,-1
zealous,negative,-1
zealously,negative,-1
zenith,positive,1
zest,positive,1
zippy,positive,1
zombie,negative,-1
